call_ID,round number,salesperson talking time,SP pause,total round pauses,customer talking time,crosstalk1,crosstalk2,crosstalk3,crosstalk4,crosstalk5
00T6000005HJG9SEAX.txt,1,00:01.157,00:00.659,00:29.632,00:00.743,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,
00T6000005HJG9SEAX.txt,2,00:02.576,00:00.509,00:00.794,00:00.938,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,
00T6000005HJG9SEAX.txt,3,00:25.455,00:00.593,00:00.757,00:10.326,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,
00T6000005HJG9SEAX.txt,4,00:02.173,00:00.520,00:01.135,00:06.783,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,
00T6000005HJG9SEAX.txt,5,00:05.817,00:00.525,00:00.782,00:00.447,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,
00T6000005HJG9SEAX.txt,6,00:01.816,00:00.279,00:00.079,00:00.391,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,
00T6000005HJG9SEAX.txt,7,00:00.760,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,
00T6000005HJkQLEA1.txt,1,00:00.707,00:00.307,00:00.992,00:00.593,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,
00T6000005HJkQLEA1.txt,2,00:03.899,00:00.484,00:01.039,00:00.869,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,
00T6000005HJkQLEA1.txt,3,00:15.697,00:02.192,00:01.607,00:00.369,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,
00T6000005HJkQLEA1.txt,4,00:00.485,00:00.700,00:01.530,00:03.084,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,
00T6000005HJkQLEA1.txt,5,00:03.122,00:00.362,00:02.346,00:05.214,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,
00T6000005HJkQLEA1.txt,6,00:06.006,00:00.284,00:00.992,00:00.631,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,
00T6000005HJkQLEA1.txt,7,00:03.215,00:00.054,00:01.254,00:00.630,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,
00T6000005HJkQLEA1.txt,8,00:00.561,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,
00T6000005Hjp5XEAR.txt,1,00:01.042,00:00.621,00:00.992,00:00.223,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,
00T6000005Hjp5XEAR.txt,2,00:02.753,00:00.372,00:00.843,00:01.017,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,
00T6000005Hjp5XEAR.txt,3,00:19.544,00:00.426,00:02.007,00:02.259,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,
00T6000005Hjp5XEAR.txt,4,00:08.970,00:00.527,00:01.531,00:01.844,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,
00T6000005Hjp5XEAR.txt,5,00:03.262,00:01.104,00:01.317,00:11.905,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,
00T6000005Hjp5XEAR.txt,6,00:06.700,00:00.652,00:01.192,00:01.204,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,
00T6000005Hjp5XEAR.txt,7,00:10.814,00:00.552,00:00.766,00:05.294,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,
00T6000005Hjp5XEAR.txt,8,00:07.979,00:00.414,00:00.903,00:00.389,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,
00T6000005Hjp5XEAR.txt,9,00:03.049,00:00.000,00:00.514,00:00.728,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,
00T6000005Hjp5XEAR.txt,10,00:00.790,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,
00T6000005HJpVYEA1.txt,1,00:02.717,00:00.998,00:00.987,00:01.080,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,
00T6000005HJpVYEA1.txt,2,00:01.625,00:-1.993,00:01.196,00:01.243,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,
00T6000005HJpVYEA1.txt,3,00:00.607,00:00.000,00:02.006,00:04.861,00:00.000,00:01.187,00:00.000,00:00.000,00:00.000,
00T6000005HJpVYEA1.txt,4,00:07.192,00:00.692,00:00.848,00:01.978,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,
00T6000005HJpVYEA1.txt,5,00:00.269,00:00.367,00:01.130,00:10.922,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,
00T6000005HJpVYEA1.txt,6,00:04.818,00:00.622,00:00.212,00:05.073,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,
00T6000005HJpVYEA1.txt,7,00:00.395,00:01.201,00:00.904,00:01.314,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,
00T6000005HJpVYEA1.txt,8,00:00.114,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,
00T6000005HJSY2EAP.txt,1,00:03.395,00:00.628,00:01.678,00:01.747,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,
00T6000005HJSY2EAP.txt,2,00:21.757,00:00.363,00:01.128,00:07.410,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,
00T6000005HJSY2EAP.txt,3,00:01.756,00:00.545,00:01.757,00:08.725,00:00.824,00:00.000,00:00.000,00:00.000,00:00.000,
00T6000005HJSY2EAP.txt,4,00:07.286,00:00.373,00:01.070,00:10.755,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,
00T6000005HJSY2EAP.txt,5,00:04.024,00:00.344,00:01.128,00:00.383,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,
00T6000005HJSY2EAP.txt,6,00:00.166,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,
00T6000005HJXNiEAP.txt,1,00:01.531,00:00.388,00:00.669,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,
00T6000005HJXNiEAP.txt,2,00:01.682,00:00.431,00:01.121,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,
00T6000005HJXNiEAP.txt,3,00:00.280,00:00.415,00:14.306,00:00.631,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,
00T6000005HJXNiEAP.txt,4,00:03.587,00:00.448,00:01.063,00:00.896,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,
00T6000005HJXNiEAP.txt,5,00:20.589,00:00.996,00:00.997,00:07.405,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,
00T6000005HJXNiEAP.txt,6,00:00.200,00:00.000,00:00.001,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,00:04.548,
00T6000005HJZLUEA5.txt,1,00:01.254,00:00.709,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,
00T6000005HJZLUEA5.txt,2,00:01.710,00:00.734,00:10.917,00:00.444,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,
00T6000005HJZLUEA5.txt,3,00:21.848,00:00.658,00:01.292,00:09.246,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,
00T6000005HJZLUEA5.txt,4,00:03.027,00:00.330,00:01.090,00:05.686,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,
00T6000005HJZLUEA5.txt,5,00:06.459,00:00.000,00:03.876,00:00.354,00:00.000,00:00.000,00:00.000,00:00.418,00:00.000,
00T6000005HKMx8EAH.txt,1,00:01.808,00:01.174,00:23.405,00:01.174,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,
00T6000005HKMx8EAH.txt,2,00:18.767,00:00.884,00:00.745,00:02.919,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,
00T6000005HKMx8EAH.txt,3,00:02.760,00:00.021,00:00.001,00:04.277,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,
00T6000005HKMx8EAH.txt,4,00:02.015,00:00.037,00:00.592,00:01.465,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,
00T6000005HKMx8EAH.txt,5,00:04.828,00:03.283,00:00.676,00:13.173,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,
00T6000005HKMx8EAH.txt,6,00:03.670,00:00.491,00:00.001,00:01.216,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,
00T6000005HKMx8EAH.txt,7,00:02.343,00:00.001,00:00.001,00:00.000,00:00.000,00:00.000,00:00.000,00:00.797,00:00.000,
00T6000005HKMx8EAH.txt,8,00:01.988,00:00.249,00:00.031,00:01.819,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,
00T6000005HKMx8EAH.txt,9,00:00.587,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,
00T6000005HKyMiEAL.txt,1,00:00.877,00:00.234,00:00.818,00:00.819,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,
00T6000005HKyMiEAL.txt,2,00:02.865,00:00.585,00:00.701,00:00.468,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,
00T6000005HKyMiEAL.txt,3,00:08.302,00:01.462,00:00.409,00:01.754,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,
00T6000005HKyMiEAL.txt,4,00:02.982,00:00.994,00:00.585,00:06.021,00:01.988,00:00.000,00:00.000,00:00.000,00:00.000,
00T6000005HKyMiEAL.txt,5,00:00.819,00:00.643,00:00.234,00:03.216,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,
00T6000005HKyMiEAL.txt,6,00:02.631,00:00.117,00:00.643,00:04.502,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,
00T6000005HKyMiEAL.txt,7,00:06.314,00:00.468,00:00.293,00:01.344,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,
00T6000005HKyMiEAL.txt,8,00:00.351,00:00.526,00:00.760,00:03.508,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,
00T6000005HKyMiEAL.txt,9,00:12.687,00:00.584,00:00.965,00:04.561,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,
00T6000005HKyMiEAL.txt,10,00:02.017,00:00.003,-1:59.942,00:08.825,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,
00T6000005HKyMiEAL.txt,11,00:04.064,00:00.935,00:01.052,00:05.935,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,
00T6000005HKyMiEAL.txt,12,00:00.855,00:00.234,00:00.002,00:02.017,00:00.000,00:00.000,00:00.064,00:00.000,00:00.000,
00T6000005HKyMiEAL.txt,13,00:03.121,00:00.106,00:00.066,00:04.911,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,
00T6000005HKyMiEAL.txt,14,00:02.382,00:00.040,00:00.837,00:00.563,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,
00T6000005HKyMiEAL.txt,15,00:00.735,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,
00T6000005HKzx5EAD.txt,1,00:06.092,00:00.518,00:00.864,00:02.377,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,
00T6000005HKzx5EAD.txt,2,00:16.981,00:00.692,00:00.735,00:06.135,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,
00T6000005HKzx5EAD.txt,3,00:08.512,00:00.303,00:00.561,00:00.778,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,
00T6000005HKzx5EAD.txt,4,00:06.783,00:00.303,00:00.692,00:00.345,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,
00T6000005HKzx5EAD.txt,5,00:00.734,00:00.000,00:00.821,00:00.389,00:00.000,00:00.000,00:00.000,00:00.000,00:00.389,
00T6000005HL2Q8EAL.txt,1,00:00.825,00:00.559,00:00.240,00:01.758,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,
00T6000005HL2Q8EAL.txt,2,00:00.772,00:00.479,00:01.199,00:00.852,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,
00T6000005HL2Q8EAL.txt,3,00:00.932,00:00.399,00:01.172,00:00.373,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,
00T6000005HL2Q8EAL.txt,4,00:02.664,00:00.453,00:01.384,00:01.172,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,
00T6000005HL2Q8EAL.txt,5,00:14.541,00:01.092,00:00.026,00:02.637,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,
00T6000005HL2Q8EAL.txt,6,00:02.024,00:00.320,00:01.198,00:00.879,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,
00T6000005HL2Q8EAL.txt,7,00:02.743,00:00.532,00:00.745,00:00.267,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,
00T6000005HL2Q8EAL.txt,8,00:04.501,00:00.879,00:01.065,00:03.143,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,
00T6000005HL2Q8EAL.txt,9,00:11.530,00:00.453,00:00.481,00:03.675,00:00.000,00:00.000,00:00.905,00:00.000,00:00.000,
00T6000005HL2Q8EAL.txt,10,00:03.195,00:00.586,00:01.572,00:10.226,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,
00T6000005HL2Q8EAL.txt,11,00:18.802,00:00.719,00:01.533,00:04.099,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,
00T6000005HL2Q8EAL.txt,12,00:05.207,00:02.424,00:01.305,00:12.077,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,
00T6000005HL2Q8EAL.txt,13,00:07.203,00:01.292,00:00.027,00:03.209,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,
00T6000005HL2Q8EAL.txt,14,00:05.726,00:00.000,00:00.745,00:00.413,00:00.000,00:00.000,00:00.000,00:00.000,00:00.266,
00T6000005HL4p3EAD.txt,1,00:03.418,00:00.636,00:01.754,00:05.566,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,
00T6000005HL4p3EAD.txt,2,00:02.329,00:00.696,00:00.575,00:01.270,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,
00T6000005HL4p3EAD.txt,3,00:04.900,00:00.893,00:00.227,00:04.900,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,
00T6000005HL4p3EAD.txt,4,00:25.197,00:01.089,00:01.815,00:07.835,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,
00T6000005HL4p3EAD.txt,5,00:14.157,00:00.756,00:01.240,00:23.776,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,
00T6000005HL4p3EAD.txt,6,00:05.445,00:00.816,00:03.418,00:05.899,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,
00T6000005HL4p3EAD.txt,7,00:11.465,00:00.532,00:00.015,00:02.523,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,
00T6000005HL4p3EAD.txt,8,00:10.240,00:00.680,00:00.045,00:11.359,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,
00T6000005HL4p3EAD.txt,9,00:05.717,00:00.393,00:00.817,00:02.360,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,
00T6000005HL4p3EAD.txt,10,00:01.059,00:00.000,00:01.089,00:00.287,00:00.000,00:00.000,00:00.000,00:00.000,00:00.348,
00T6000005PMYZwEAP.txt,1,00:00.822,00:01.002,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,
00T6000005PMYZwEAP.txt,2,00:01.694,00:00.653,00:01.149,00:00.370,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,
00T6000005PMYZwEAP.txt,3,00:23.105,00:00.546,00:01.415,00:05.855,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,
00T6000005PMYZwEAP.txt,4,00:01.201,00:00.571,00:00.004,00:09.064,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,
00T6000005PMYZwEAP.txt,5,00:03.819,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,
00T6000005PN3UPEA1.txt,1,00:00.622,00:00.634,00:01.239,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,
00T6000005PN3UPEA1.txt,2,00:01.256,00:00.520,00:42.271,00:01.605,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,
00T6000005PN3UPEA1.txt,3,00:03.106,00:00.577,00:00.882,00:01.446,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,
00T6000005PN3UPEA1.txt,4,00:13.245,00:00.728,00:00.479,00:09.915,00:00.000,00:00.000,00:00.973,00:00.000,00:00.000,
00T6000005PN3UPEA1.txt,5,00:03.948,00:00.319,00:00.243,00:02.127,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,
00T6000005PN3UPEA1.txt,6,00:20.921,00:00.140,00:00.069,00:31.090,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,
00T6000005PN3UPEA1.txt,7,00:08.539,00:00.487,00:00.962,00:00.844,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,
00T6000005PN3UPEA1.txt,8,00:28.676,00:00.341,00:00.106,00:02.852,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,
00T6000005PN3UPEA1.txt,9,00:11.935,00:00.444,00:01.122,00:01.323,00:00.000,00:04.306,00:00.000,00:00.000,00:00.000,
00T6000005PN3UPEA1.txt,10,00:00.215,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,
00T6000005PN5ViEAL.txt,1,00:00.880,00:00.925,00:09.494,00:00.290,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,
00T6000005PN5ViEAL.txt,2,00:02.541,00:00.590,00:01.206,00:01.205,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,
00T6000005PN5ViEAL.txt,3,00:12.349,00:01.309,00:00.838,00:01.951,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,
00T6000005PN5ViEAL.txt,4,00:02.259,00:00.652,00:01.120,00:01.792,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,
00T6000005PN5ViEAL.txt,5,00:06.165,00:00.448,00:00.681,00:08.717,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,
00T6000005PN5ViEAL.txt,6,00:01.558,00:00.523,00:00.363,00:00.218,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,
00T6000005PN5ViEAL.txt,7,00:00.595,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,
00T6000005PN6pXEAT.txt,1,00:01.073,00:00.591,00:00.989,00:01.010,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,
00T6000005PN6pXEAT.txt,2,00:02.839,00:00.507,00:00.795,00:00.909,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,
00T6000005PN6pXEAT.txt,3,00:26.015,00:00.618,00:01.100,00:45.098,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,
00T6000005PN6pXEAT.txt,4,00:09.542,00:01.541,00:00.432,00:02.288,00:00.000,00:00.000,00:05.224,00:00.000,00:00.000,
00T6000005PN6pXEAT.txt,5,00:01.894,00:00.917,00:00.685,00:01.046,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,
00T6000005PN6pXEAT.txt,6,00:45.489,00:00.553,00:00.162,00:00.520,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,
00T6000005PN6pXEAT.txt,7,00:01.755,00:00.367,00:00.678,00:00.753,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,
00T6000005PN6pXEAT.txt,8,00:00.972,00:00.474,00:00.511,00:00.242,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,
00T6000005PN6pXEAT.txt,9,00:00.409,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,
00T6000005PNATREA5.txt,1,00:01.196,00:00.901,00:13.451,00:01.414,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,
00T6000005PNATREA5.txt,2,00:04.138,00:00.458,00:00.989,00:02.183,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,
00T6000005PNATREA5.txt,3,00:13.903,00:00.864,00:01.050,00:09.301,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,
00T6000005PNATREA5.txt,4,00:04.548,00:00.523,00:00.856,00:00.948,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,
00T6000005PNATREA5.txt,5,00:00.689,00:00.454,00:00.791,00:00.450,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,
00T6000005PNATREA5.txt,6,00:00.114,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,
00T6000005PNEM6EAP.txt,1,00:01.880,00:00.732,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,
00T6000005PNEM6EAP.txt,2,00:01.810,00:00.669,00:01.229,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,
00T6000005PNEM6EAP.txt,3,00:00.268,00:01.037,00:07.659,00:00.308,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,
00T6000005PNEM6EAP.txt,4,00:03.220,00:01.250,00:01.571,00:01.230,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,
00T6000005PNEM6EAP.txt,5,00:11.821,00:00.530,00:00.002,00:01.459,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,
00T6000005PNEM6EAP.txt,6,00:01.036,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,00:00.000,
